,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24
0,0.34018632364657114,0.2781950140969541,0.3067001993813301,0.2745618460830234,0.23786028461814268,0.32670515009179524,0.2767254598140891,0.24016787340779452,0.29758845876487316,0.2325475362858651,0.31730318092024506,0.265065740261407,0.31247554935416855,0.281899998406581,0.2793496401959267,0.3188183644890053,0.3020427869507449,0.2733368608873532,0.2933073962346878,0.30512001287413004,0.29707024802676335,0.32318645823430114,0.2696891751990556,0.26748536038334564,0.2799492087624055
1,0.3110714983884232,0.25038509466067693,0.27886189811680845,0.2469818289441372,0.2117549727941373,0.29850348556227446,0.24936265584039424,0.2144883591001485,0.26800192402200307,0.2069701094652596,0.28860981955986853,0.23867723473252084,0.2845443776213392,0.2542668984489972,0.25225179782953455,0.290760995194941,0.2729980232031724,0.2453486622385158,0.2660843766835288,0.2764062281741611,0.2698231596221372,0.294771713904668,0.24291545944790072,0.2404814193750847,0.2529184734526155
2,0.28225636125593545,0.2231993969690044,0.25181692283842433,0.2203848216591688,0.18687556731634544,0.27090186010045997,0.22303044237668346,0.19012591621064345,0.23869251987741374,0.182635410863576,0.26040464066325664,0.21331637232616582,0.25744723390832835,0.22745677070631984,0.22608455908069555,0.2633376968657247,0.24434916558302555,0.21821962404702802,0.2397450786318609,0.2482445172020312,0.24353298685652885,0.2670476582901088,0.21711288435027998,0.21440695728521142,0.2269996704255517
3,0.32255871572867467,0.2632683501949097,0.29219689983240693,0.26062722249152676,0.22711796814870333,0.31128183709444257,0.26337549875801813,0.23047097259197816,0.27835821483223083,0.22293776533631526,0.30064704149561455,0.2536614287075005,0.2978272339083283,0.2676991715386778,0.2664296154620302,0.30370854163128064,0.28430349803237503,0.2582885772729333,0.2801250556258436,0.2884092891176085,0.28391298685652894,0.3074276352840915,0.25745794073161465,0.2546493581175694,0.26737964741953435
4,0.48295,0.4367652228881827,0.44695000000000007,0.4355019284384201,0.4006148408419763,0.44995000000000007,0.4395509538084479,0.4053456785388715,0.44884550271272905,0.3964346380295883,0.46995000000000003,0.4298368837579302,0.44195000000000007,0.44257387748557114,0.44260507051245995,0.4509500000000001,0.456339940705045,0.4317854499662063,0.43995000000000006,0.46190616181088145,0.43195000000000006,0.45295,0.43233264667850796,0.4295240640644627,0.43495000000000006
5,0.41440821016800905,0.3321918143211952,0.3839132976022125,0.3327044578434257,0.2855794297413459,0.4103430663992883,0.33790843731416925,0.29098372710907794,0.35300452254098347,0.2788328778039927,0.38570317128460013,0.322928029554416,0.39738377737330177,0.3417185464133613,0.3421510228182184,0.39919285574850766,0.36055962500585187,0.32831191072121024,0.3650286344283398,0.3676475049093517,0.3775430763399113,0.4082208857951418,0.3279172098480238,0.3231131961663756,0.34792386731201064
6,0.36576695799166525,0.29091695374911003,0.3361240308453093,0.29075836865664445,0.24826000608971505,0.3614372447588586,0.2958007816350082,0.2526958907849573,0.3100520494979122,0.24187649719641754,0.33945631315931857,0.2820825665977953,0.3482231502538794,0.2990695212005582,0.2995155382727549,0.3501373278913946,0.31685287111541044,0.2873494991754654,0.31866779395012124,0.32319612911237394,0.3297504703956286,0.3581441069044026,0.28671890581988596,0.28250040547795463,0.3036016085507604
7,0.3345875976029572,0.26179336051192303,0.3068433964845311,0.262565118613841,0.22105481697947363,0.3312964791189971,0.26835246725921214,0.22630617189813756,0.2787336953251987,0.21491687386960348,0.3095410538324067,0.2553938357745804,0.31893916141615436,0.2707415134921729,0.2722283471835983,0.320254682162941,0.28635509775681967,0.25856670641131324,0.29004768510561146,0.2934468381970489,0.30125877692011327,0.32799314799959733,0.2595771136509181,0.254905928102171,0.27611020249023843
8,0.3098729758798563,0.23894845422039118,0.283797702681947,0.24054669177861646,0.20003810631687355,0.30753935300677837,0.24683339902836138,0.20594867270202444,0.25395087435805874,0.19420358315377312,0.2859175588766574,0.2345542865485184,0.2958511478948239,0.24854604403657102,0.25082206933871304,0.29671902364381764,0.2622844796592303,0.2359942646272062,0.2676655532912066,0.2700011973352007,0.2788788682596683,0.3042324753437317,0.2383405302984207,0.2333163281035302,0.2546406843205166
9,0.2922015261389857,0.22267799286088458,0.2673934809683382,0.22489609475598507,0.1852177480832751,0.2906250005891404,0.23149918304190706,0.19158628700401067,0.23622082903035022,0.17964393099149967,0.26903584270884867,0.21973491756747368,0.2794057635975762,0.23273833607905528,0.23556118083614105,0.27996012510874624,0.2450804173616065,0.2199216776271981,0.25178242786070737,0.25325308582692396,0.2629708047164324,0.2873103988162554,0.22322494776717597,0.217954900918234,0.23939550922920494
