,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24
0,0.2972292205310646,0.29932953663164474,0.32227347688100416,0.34443185333872045,0.3374713773438589,0.28401872038426956,0.2876151652483435,0.30969128221982845,0.3381442371559749,0.3097002333116787,0.26207540862110346,0.2695861049304424,0.25596871758869527,0.2825145553871321,0.2770863847052922,0.2922868426187136,0.24823366460397916,0.22265636160727464,0.23655615974605723,0.2598546424193936,0.25383995050898717,0.26673236415619933,0.267007083621516,0.20153641716978407,0.23694949262536869
1,0.2726515329343814,0.2750057966622286,0.2975664847902375,0.3194730392643088,0.31273934747147053,0.26031086415376836,0.26335389571308865,0.28549531862139876,0.31306073183912597,0.2852690776004024,0.23855176326832922,0.24584261781077463,0.2327523480721658,0.25817042406707397,0.2534524222118255,0.26772340545974826,0.2251681970613014,0.20046426721892519,0.21314367097558215,0.2360088744434731,0.23033269027990638,0.2431823408167925,0.24391426273082423,0.17975063207243946,0.21352804064579725
2,0.252210556655437,0.2548653008984806,0.27691005237064986,0.29834727435957176,0.2919199521383625,0.24063295227561826,0.24312517507203094,0.26531499795796243,0.29193906889988847,0.264745812425283,0.21910076317676835,0.2263655458147909,0.21378531649437796,0.237883525422205,0.2338400198603075,0.2472661500176055,0.20626648401266606,0.18252867977001366,0.19414573318630007,0.21623035753778946,0.21103485816479428,0.22388880631987448,0.22509565326368985,0.16240960345184427,0.19428916208185637
3,0.2307886103048845,0.23382575663107638,0.25517968264609814,0.27592008251250466,0.26990793621658,0.2200421552185086,0.22188754583682097,0.24412368918477145,0.26960189133787504,0.2430806901029573,0.19880315294208725,0.20615493863487278,0.19416145709897847,0.21659296865875002,0.21332105580835517,0.22580583241600571,0.1866682653502581,0.16411274935646136,0.17458215623886494,0.19554446022528643,0.1910000525314552,0.203887174964738,0.2056598955005386,0.14478854219695317,0.17430729717704882
4,0.21240130241806615,0.21581150240384273,0.2364724697827949,0.2564751201859585,0.2508841277969379,0.202390519382676,0.20363371787662143,0.2259068034485,0.2502927208633856,0.22437992143317056,0.18143977110598608,0.18893969287072668,0.177484007301988,0.19829891288712115,0.19573329756562263,0.20737150655310518,0.16998585111362707,0.14855329322481692,0.1580143830347535,0.1778177475360615,0.17392840502378962,0.18686226044664142,0.1891646819259284,0.13001626409418324,0.157275568709352
5,0.2818581926816899,0.285458856716458,0.3061836946054788,0.32612247449857373,0.3205953526196218,0.2718474096462997,0.2728146429301267,0.29561802827118383,0.31994007517600087,0.293709703572,0.25062069615949134,0.25850233951714496,0.24704665394840633,0.26730873670792216,0.2650630797044521,0.2765524316066105,0.23931563325245653,0.21801018348844062,0.22719530808825877,0.24663362792774868,0.2431093300772949,0.2564249070930597,0.25894153463548747,0.19947315435780696,0.22609144910103915
6,0.26758436104478944,0.27137634663195803,0.292131783402991,0.31200833769040087,0.30644808837887944,0.25771799902272424,0.25881651034401976,0.28157883916455034,0.30557431701914683,0.2795826278684047,0.23683359862421213,0.24475250306578872,0.23278893391946295,0.2531232363905563,0.25124724079392086,0.26263207605107836,0.22550902210628276,0.20443938380268833,0.21349095456434464,0.23226366134928236,0.2289032418209376,0.24257665463557565,0.24516814129245765,0.1856660419360208,0.21206359933187663
7,0.24165910854196954,0.24588028872056428,0.2663534138222113,0.28579187124266686,0.28037203055803295,0.23226342331193792,0.23329405061275713,0.25600103740301766,0.2790920617147867,0.2536653586171434,0.21196609485849974,0.22004716573771393,0.20764527038568614,0.22734407780951352,0.22622948275005347,0.23716486849528487,0.2009356499630419,0.18069108220421687,0.18917465923114382,0.20645501296896226,0.203654709307248,0.21782450878490947,0.22074291869347826,0.16207879846377019,0.18707508822291294
8,0.2113755368817693,0.2161593588083977,0.23589241669069969,0.254410240372649,0.2494137517445419,0.2027483416934386,0.20332227094965902,0.22599063218330012,0.2476915356906978,0.223043860176282,0.18306854601168115,0.19144589731062403,0.17915637677538654,0.19719295014971067,0.19704342944373934,0.2071478432045046,0.17275619139175963,0.15388483060135022,0.16136747112378544,0.176702127630594,0.17480038453180194,0.18932414987802512,0.19283097776443323,0.13606092856621066,0.158411174874775
9,0.19028328002180536,0.19615943934608726,0.21518522042454394,0.23286211390579614,0.2282873579565121,0.18229191562570773,0.182375004748261,0.20569962162974686,0.22627154763933593,0.20155427426459185,0.16301311759421658,0.17164560583891514,0.15970099327599319,0.17617550946341276,0.17673565393691743,0.18611788459666664,0.15336682540484764,0.1356258675838788,0.14226885925729182,0.15615608898989994,0.15498774714354374,0.16966257951206407,0.17433983614951223,0.11858735217101318,0.13868295810399434
